name,popular_tags,game_details,genre,ID
Sam & Max 106: Bright Side of the Moon,"Adventure,Action",Single-player,"Action,Adventure",sammax106brightsideofthemoon
Sam & Max 105: Reality 2.0,"Adventure,Action",Single-player,"Action,Adventure",sammax105reality20
Pyramid Raid,"Action,Indie,Free to Play,Casual,Platformer,Multiplayer,Early Access","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Casual,Indie",pyramidraid
Guild Wars,"Massively Multiplayer,RPG,Fantasy,Story Rich","Multi-player,MMO","RPG,Massively Multiplayer",guildwars
One Night,"Indie,Adventure","Single-player,Full controller support","Adventure,Indie",onenight
Constant C,"Indie,Puzzle,Casual,Action,Platformer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Casual,Indie",constantc
Edna & Harvey: Harvey's New Eyes,"Point & Click,Adventure,Dark Humor,Indie,Comedy,Female Protagonist,Singleplayer,Dark,Psychological,Puzzle,Funny,2D,Horror,Great Soundtrack","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie",ednaharveyharveysneweyes
Alien Breed: Impact,"Action,Shooter,Sci-fi,Aliens,Top-Down,Co-op,Isometric,Third Person,Space,Singleplayer,Arcade,Twin Stick Shooter,Horror,Third-Person Shooter","Single-player,Co-op,Steam Achievements,Partial Controller Support",Action,alienbreedimpact
Eternal Silence,"Action,Free to Play,Mod,FPS,Space,Sci-fi","Multi-player,Mods (require HL2)",Action,eternalsilence
Flock!,"Casual,Strategy,Puzzle,Aliens,Local Co-Op,Cute","Single-player,Shared/Split Screen,Steam Achievements,Partial Controller Support","Casual,Strategy",flock
And Yet It Moves,"Platformer,Indie,Puzzle,2D,Casual,Singleplayer,Experimental,Action,Puzzle-Platformer,Surreal","Single-player,Steam Achievements,Partial Controller Support","Action,Indie",andyetitmoves
Demolition Inc.,"Strategy,Indie,Casual,Simulation,Action,Destruction,Puzzle,Physics","Single-player,Steam Achievements,Full controller support,Steam Workshop,Steam Cloud,Stats,Steam Leaderboards,Includes level editor","Action,Casual,Indie,Simulation,Strategy",demolitioninc
The Book of Unwritten Tales: The Critter Chronicles,"Adventure,Point & Click,Fantasy,Indie,Comedy,Singleplayer,Funny","Single-player,Steam Achievements,Steam Cloud","Adventure,Indie",thebookofunwrittentalesthecritterchronicles
Party of Sin,"Action,Indie,Adventure,Platformer,Local Co-Op,Puzzle,Co-op","Single-player,Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure,Indie",partyofsin
Fly'N,"Platformer,Indie,2D,Adventure,Action,Singleplayer,Puzzle,Great Soundtrack,Difficult,Cute,Puzzle-Platformer","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Stats,Steam Leaderboards","Action,Adventure,Indie",flyn
Planets Under Attack,"Strategy,Indie,Space,Sci-fi,Multiplayer,Singleplayer","Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Indie,Strategy",planetsunderattack
Aveyond 3-2: Gates of Night,"RPG,Adventure,Indie,RPGMaker,Casual,JRPG,Singleplayer,Female Protagonist",Single-player,"Adventure,Casual,Indie,RPG",aveyond32gatesofnight
Unholy Heights,"Strategy,Tower Defense,Indie,Management,Simulation,Cute,Casual,Demons,Singleplayer,2D,Fantasy,Replay Value,RTS,Great Soundtrack,Cartoony,Dark Humor,Funny,Atmospheric,Zombies,Real-Time","Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards","Indie,Simulation,Strategy",unholyheights
Clash of Puppets,"Action,Indie,Vampire,Horror","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Indie",clashofpuppets
Fat Chicken,"Strategy,Indie,Action,Tower Defense","Single-player,Steam Achievements,Steam Trading Cards","Action,Indie,Strategy",fatchicken
Vintage Year,"Action,Indie,Top-Down Shooter,Fast-Paced,Rogue-like,Rogue-lite,Pixel Graphics","Single-player,Full controller support,Steam Trading Cards","Action,Indie",vintageyear
Kuros,"Casual,Hidden Object",Single-player,Casual,kuros
East India Company: Pirate Bay,Strategy,"Single-player,Multi-player,Downloadable Content",Strategy,eastindiacompanypiratebay
Light of Altair,"Strategy,Indie,Simulation,Space,Sci-fi","Single-player,Steam Achievements","Indie,Simulation,Strategy",lightofaltair
Remnants Of Isolation,"RPG,Indie,Casual,RPGMaker","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Casual,Indie,RPG",remnantsofisolation
Abducted,"Early Access,Adventure,Action,Indie,Early Access,Female Protagonist,RPG,Horror","Single-player,Steam Achievements,Partial Controller Support","Action,Adventure,Indie,RPG,Early Access",abducted
Orborun,"Indie,Racing,Action,Local Co-Op","Single-player,Local Multi-Player,Local Co-op,Shared/Split Screen,Full controller support","Action,Indie,Racing",orborun
Breezeblox,"Indie,Casual,Strategy,Puzzle","Single-player,Steam Achievements,Partial Controller Support,Stats","Casual,Indie,Strategy",breezeblox
Guild Wars Trilogy,"RPG,Massively Multiplayer,MMORPG,PvP","Multi-player,MMO","Massively Multiplayer,RPG",guildwarstrilogy
Bermuda,"Indie,Adventure,Visual Novel,Anime,Puzzle-Platformer,Sci-fi","Single-player,Steam Trading Cards","Adventure,Indie",bermuda
3DMark 11,"Utilities,Benchmark",Steam Leaderboards,Utilities,3dmark11
Sam & Max 304: Beyond the Alley of the Dolls,Adventure,Single-player,Adventure,sammax304beyondthealleyofthedolls
Sam & Max 303: They Stole Max's Brain!,Adventure,Single-player,Adventure,sammax303theystolemaxsbrain
Puzzle Dimension,"Puzzle,Indie,Casual,Singleplayer","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards","Casual,Indie",puzzledimension
Nancy Drew®: Ghost Dogs of Moon Lake,"Adventure,Point & Click,Mystery,Puzzle,Female Protagonist,Detective",Single-player,Adventure,nancydrewghostdogsofmoonlake
X-note,"Visual Novel,Anime,Adventure,Female Protagonist,Indie,Otome,Simulation,Casual,Mystery,Romance,Singleplayer,Dating Sim,Story Rich,Choose Your Own Adventure,Dark,Multiple Endings,Supernatural,Choices Matter,Detective,Interactive Fiction","Single-player,Steam Trading Cards","Adventure,Casual,Indie,Simulation",xnote
The Walking Dead,"Episodic,Zombies,Post-apocalyptic,Horror,Comic Book,Sci-fi,Drama",Captions available,,thewalkingdead
Age of Chivalry,"Indie,Free to Play,Medieval,Mod,Action,Multiplayer,First-Person,FPS,Team-Based,Gore,Open World,Co-op,Shooter,Swordplay,War","Multi-player,Co-op,Mods,Mods (require HL2),Steam Achievements",Indie,ageofchivalry
Sweet Lily Dreams,"RPG,Adventure,Indie,RPGMaker,Female Protagonist,Horror,JRPG,Singleplayer","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG",sweetlilydreams
Quarries of Scred,"Indie,Action,Puzzle,Retro","Single-player,Steam Achievements","Action,Indie",quarriesofscred
Stardust Vanguards,"Local Multiplayer,Action,Indie,Great Soundtrack,Mechs,4 Player Local","Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards","Action,Indie",stardustvanguards
Joe Danger 2: The Movie,"Racing,Indie,Action,Casual,Controller,Score Attack,Local Multiplayer,Local Co-Op,Funny,Platformer","Single-player,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Workshop,Steam Cloud,Steam Leaderboards,Includes level editor","Action,Casual,Indie,Racing",joedanger2themovie
Shadow Warrior,"Action,FPS,Swordplay,Gore,Comedy,First-Person,Hack and Slash,Shooter,Adventure,Singleplayer,Old School,Great Soundtrack,Ninja,Dark Humor,Demons,Funny,Remake,Classic,Atmospheric,3D Vision","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud","Action,Adventure",shadowwarrior
Squirreltopia,"Indie,Action,Adventure,Platformer,Difficult,Singleplayer,2D,Pixel Graphics,Cute","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie",squirreltopia
Sam & Max 305: The City That Dares Not Sleep,Adventure,Single-player,Adventure,sammax305thecitythatdaresnotsleep
Urban Trial Freestyle,"Racing,Action,Sports,Simulation,Arcade,Singleplayer,Bikes,Physics","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Racing,Simulation,Sports",urbantrialfreestyle
Super Splatters,"Indie,Casual,Action,Arcade,Puzzle,Physics","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Casual,Indie",supersplatters
Horizon Shift,"Action,Indie,Arcade,Shoot 'Em Up,Bullet Hell","Single-player,Steam Achievements,Full controller support,Steam Trading Cards","Action,Indie",horizonshift
Dodge,"Indie,Casual",Single-player,"Casual,Indie",dodge
The Albino Hunter,"RPG,Indie,Adventure,RPGMaker,JRPG,Casual,Point & Click","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Adventure,Indie,RPG",thealbinohunter
Traps N' Gemstones,"Adventure,Indie,Casual,Action,Metroidvania,Platformer,Retro","Single-player,Full controller support,Steam Cloud","Action,Adventure,Casual,Indie",trapsngemstones
The Adventures of Tree,"Indie,RPG,Adventure,Cute,Open World,Action-Adventure","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Adventure,Indie,RPG",theadventuresoftree
Final Dusk,"Anime,Indie,Casual,Action,Adventure,Vampire,Female Protagonist,Puzzle,Puzzle-Platformer,2D,Visual Novel,Cute,Platformer","Single-player,Steam Trading Cards","Action,Adventure,Casual,Indie",finaldusk
Chronicles of a Dark Lord: Episode 1 Tides of Fate Complete,"Indie,RPG,Great Soundtrack,RPGMaker,JRPG,2D,Turn-Based,Dark Fantasy,Dark,Villain Protagonist,Fantasy,Turn-Based Combat,Episodic,Retro,Dark Humor,Party-Based RPG","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Indie,RPG",chroniclesofadarklordepisode1tidesoffatecomplete
CAFE 0 ~The Drowned Mermaid~,"Visual Novel,Indie,Adventure,Casual,Horror,Anime,Female Protagonist,Psychological Horror,Mystery,Story Rich,Otome","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Casual,Indie",cafe0thedrownedmermaid
Eidolon,"Exploration,Open World,Survival,Walking Simulator,Adventure,Indie,Atmospheric,Nature,Post-apocalyptic,First-Person,Great Soundtrack,Masterpiece,Beautiful",Single-player,"Adventure,Indie",eidolon
Blood Bowl: Chaos Edition,"Sports,Strategy,Board Game,Turn-Based,Turn-Based Strategy,Games Workshop,Fantasy,Multiplayer,Competitive,Singleplayer,Tactical,Funny,Football,RPG,Warhammer 40K","Single-player,Multi-player","Sports,Strategy",bloodbowlchaosedition
Snapshot,"Indie,Adventure,Casual,Platformer,Puzzle,Puzzle-Platformer,Singleplayer,2D,Physics",Single-player,"Adventure,Casual,Indie",snapshot
Evochron Mercenary,"Space,Simulation,Indie,Sci-fi,Action,Open World,Space Sim,Sandbox,Multiplayer,Flight,TrackIR,Trading,Co-op","Single-player,Multi-player,Co-op,Steam Trading Cards","Action,Indie,Simulation",evochronmercenary
Children of the Nile: Alexandria,"Simulation,Strategy,City Builder,Management,Historical,Sandbox,Singleplayer","Single-player,Steam Achievements","Strategy,Simulation",childrenofthenilealexandria
GamersGoMakers,"Simulation,Indie,Strategy,Management,Casual,Game Development,Masterpiece,Economy",Single-player,"Casual,Indie,Simulation,Strategy",gamersgomakers
Secret Ponchos,"Western,Action,Indie,Multiplayer,MOBA,Isometric,Shooter,Twin Stick Shooter,Fighting,Early Access,Adventure,PvP","Multi-player,Steam Achievements,Full controller support,Steam Trading Cards,Stats,Steam Leaderboards","Action,Indie",secretponchos
Gomo,"Adventure,Indie,Point & Click,Puzzle,Short,Casual,Singleplayer,2D","Single-player,Steam Trading Cards,Steam Cloud","Adventure,Indie",gomo
Fuse,"Animation & Modeling,Character Customization,Design & Illustration,Game Development,Nudity,Utilities,Free to Play,Video Production,Software,Simulation,Horror,Multiplayer",,"Animation & Modeling,Design & Illustration,Utilities,Video Production",fuse
Smooth Operators,"Simulation,Strategy,Casual,Indie,Management,Singleplayer,Pixel Graphics","Single-player,Steam Achievements,Steam Trading Cards","Casual,Indie,Simulation,Strategy",smoothoperators
Chip,"Indie,Puzzle,Strategy,Action,Robots,Casual,Isometric","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Indie,Strategy",chip
Aveyond 3-1: Lord of Twilight,"RPG,RPGMaker,Indie,Adventure,Casual,JRPG,Fantasy,Female Protagonist,Anime,Singleplayer","Single-player,Steam Achievements","Adventure,Casual,Indie,RPG",aveyond31lordoftwilight
Saints Row: The Third Initiation Station,"Action,Free to Play","Single-player,Game demo",Action,saintsrowthethirdinitiationstation
Fieldrunners,"Tower Defense,Strategy,Indie,Casual,Singleplayer",Single-player,"Strategy,Indie,Casual",fieldrunners
Lucid,"Casual,Indie,Puzzle,Match 3,Relaxing","Single-player,Steam Achievements","Indie,Casual",lucid
Trauma,"Indie,Adventure,Casual,Point & Click,Experimental,Female Protagonist,Abstract,Puzzle,First-Person,Short,Story Rich,Atmospheric",Single-player,"Adventure,Indie,Casual",trauma
Tobe's Vertical Adventure,"Indie,Action,Adventure,Platformer,Local Co-Op,Retro","Single-player,Shared/Split Screen,Steam Achievements,Partial Controller Support,Steam Cloud,Steam Leaderboards","Action,Adventure,Indie",tobesverticaladventure
Weird Worlds: Return to Infinite Space,"Indie,Strategy,Casual,Adventure,Rogue-like,Sci-fi,Singleplayer,Space,Perma Death,Exploration,Aliens",Single-player,"Adventure,Casual,Indie,Strategy",weirdworldsreturntoinfinitespace
Famaze,"RPG,Rogue-like,Free to Play,Indie,Casual,Strategy,Pixel Graphics,Retro,Singleplayer,Rogue-lite",Single-player,"Casual,Free to Play,Indie,RPG,Strategy",famaze
Magnetic By Nature,"Action,Adventure,Indie,Platformer","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Stats","Action,Adventure,Indie",magneticbynature
Gridrunner Revolution,"Arcade,Indie,Psychedelic","Single-player,Partial Controller Support",Indie,gridrunnerrevolution
Clutch,"Racing,Action,Zombies,Open World,Gore,Singleplayer",Single-player,"Action,Racing",clutch
David.,"Action,Indie,Physics,Minimalist,Platformer,Singleplayer,Abstract,2D,Fast-Paced,Great Soundtrack,Difficult,Short,Casual,Arena Shooter,Bullet Time,Time Manipulation,Soundtrack,Space,Atmospheric","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards","Action,Indie",david
Destination Sol,"Free to Play,Space,Open World,RPG,Action,Indie,2D,Arcade,Procedural Generation,Replay Value,Difficult,Singleplayer,Rogue-like,Multiplayer,Pixel Graphics,Sci-fi,Survival,Sandbox,Building","Single-player,Partial Controller Support,Steam Cloud","Action,Free to Play,Indie,RPG",destinationsol
GunWorld,"Action,Indie,Platformer,Pixel Graphics,Retro","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Action,Indie",gunworld
Decay: The Mare,"Horror,Point & Click,Adventure,Indie,Psychological Horror,Puzzle,Singleplayer,Psychological","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud","Adventure,Indie",decaythemare
The Novelist,"Indie,Adventure,Story Rich,Casual,Exploration,Atmospheric,First-Person,Stealth,Choices Matter,Singleplayer,Walking Simulator,Short,Drama","Single-player,Steam Trading Cards,Steam Cloud","Adventure,Casual,Indie",thenovelist
NEOTOKYO,"Free to Play,Multiplayer,FPS,Cyberpunk,Shooter,Action,Anime,Great Soundtrack,Mod,Tactical,Sci-fi,First-Person,Team-Based,Futuristic,Co-op,Singleplayer,Realistic,Indie,Adventure,Masterpiece","Multi-player,Steam Cloud,Valve Anti-Cheat enabled","Action,Free to Play",neotokyo
Soldier Front 2,"Free to Play,Action,FPS,Multiplayer,Shooter,Massively Multiplayer,Singleplayer,First-Person,Open World","Multi-player,Co-op,Steam Achievements,Steam Trading Cards","Action,Free to Play",soldierfront2
Little Farm,"Casual,Agriculture,Puzzle,Singleplayer",Single-player,Casual,littlefarm
Amazing Adventures The Lost Tomb™,"Casual,Hidden Object,Puzzle",Single-player,Casual,amazingadventuresthelosttomb
Mystery P.I.™ - The Lottery Ticket,"Casual,Hidden Object",Single-player,Casual,mysterypithelotteryticket
Anomaly Warzone Earth Mobile Campaign,"Strategy,Action,Tower Defense,Sci-fi,Indie","Single-player,Steam Trading Cards","Action,Strategy",anomalywarzoneearthmobilecampaign
Starscape,"Action,Indie,Strategy,Space,Top-Down","Single-player,Steam Achievements","Action,Indie,Strategy",starscape
Roogoo,"Casual,Puzzle,Masterpiece","Single-player,Multi-player",Casual,roogoo
Lead and Gold: Gangs of the Wild West,"Western,Action,Multiplayer,Third-Person Shooter,Shooter,Third Person","Multi-player,Steam Achievements,Partial Controller Support,Steam Cloud,Stats,Steam Leaderboards",Action,leadandgoldgangsofthewildwest
Escape Rosecliff Island,"Casual,Hidden Object,Puzzle,Adventure",Single-player,Casual,escaperosecliffisland
Tidalis,"Casual,Indie,Puzzle,Match 3,Multiplayer,Co-op,Family Friendly,Colorful,Singleplayer,2D,Local Multiplayer,Level Editor,Funny,Replay Value,Difficult,Split Screen,Cute,Retro,Relaxing,Surreal","Single-player,Multi-player,Co-op,Shared/Split Screen,Cross-Platform Multiplayer,Steam Achievements,Includes level editor","Casual,Indie",tidalis
Albino Lullaby: Episode 1,"Adventure,Indie,Action,Horror,Surreal,Atmospheric,Psychological Horror,VR,Singleplayer,First-Person","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Adventure,Indie",albinolullabyepisode1
Dev Guy,"Free to Play,Indie,Adventure,Funny,Singleplayer,Short,Casual,Memes,Comedy,Open World,Horror,Multiplayer",Single-player,"Adventure,Free to Play,Indie",devguy
Fester Mudd: Curse of the Gold - Episode 1,"Adventure,Point & Click,Episodic,Western,Comedy","Single-player,Steam Achievements,Captions available",Adventure,festermuddcurseofthegoldepisode1
Organic Panic,"Early Access,Casual,Action,Indie,Early Access,Physics","Single-player,Multi-player,Local Multi-Player,Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Leaderboards","Action,Casual,Indie,Early Access",organicpanic
Pixel Puzzles: Japan,"Puzzle,Casual,Indie,Simulation,Singleplayer,Relaxing","Single-player,Steam Achievements,Steam Trading Cards","Casual,Indie,Simulation",pixelpuzzlesjapan
Get Off My Lawn!,"Free to Play,Casual,Indie,Shooter,Tower Defense,Aliens,Singleplayer,Multiplayer,Arcade,Action,Funny,Horror","Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards","Casual,Free to Play,Indie",getoffmylawn
Haunted,"Adventure,Casual,Point & Click,Female Protagonist,Singleplayer","Single-player,Steam Trading Cards","Adventure,Casual",haunted
Crazy Plant Shop,"Casual,Indie,Strategy,Education,Cute,Science,Management","Single-player,Steam Achievements,Steam Trading Cards","Casual,Indie,Strategy",crazyplantshop
Ionball 2: Ionstorm,"Casual,Action,Arcade,Singleplayer,Indie","Single-player,Steam Trading Cards,Steam Leaderboards","Action,Casual",ionball2ionstorm
Panzer Tactics HD,"Strategy,Simulation,Turn-Based Strategy,World War II,Hex Grid,Wargame","Single-player,Steam Achievements","Simulation,Strategy",panzertacticshd
Parkan 2,"Simulation,Action,Space,Adventure,Sci-fi,FPS,Space Sim,Masterpiece,First-Person","Single-player,Steam Trading Cards,Steam Cloud","Action,Adventure,Simulation",parkan2
Soccer Manager 2016,"Free to Play,Soccer,Sports,Strategy,Football,Multiplayer,Indie,Management,Singleplayer,Simulation",Single-player,"Free to Play,Indie,Sports,Strategy",soccermanager2016
The Adventures of Mr. Bobley,"Indie,Adventure,Family Friendly","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Leaderboards","Adventure,Indie",theadventuresofmrbobley
Air Brawl,"Action,Indie,Flight,Fast-Paced,Multiplayer,Free to Play,Early Access,Shooter","Multi-player,Partial Controller Support","Action,Indie",airbrawl
Teddy Floppy Ear - Kayaking,"Adventure,Casual,Family Friendly,Indie,Memes,Singleplayer,Cute,Point & Click,Great Soundtrack,Story Rich","Single-player,Steam Trading Cards,Steam Cloud","Adventure,Casual,Indie",teddyfloppyearkayaking
Home,"Indie,Adventure,Horror,Pixel Graphics,Short,Multiple Endings,Mystery,Atmospheric,Interactive Fiction,Psychological,Singleplayer,Walking Simulator,Point & Click,Thriller,2D,Story Rich,Exploration,GameMaker,Dark,Retro","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support","Adventure,Indie",home
Space Warp,"Indie,Racing,Action,Space,2D,Competitive,Sci-fi,Arcade","Single-player,Steam Achievements,Partial Controller Support,Stats","Action,Indie,Racing",spacewarp
Modular Combat,"Free to Play,Multiplayer,Action,Mod,FPS,Shooter,Zombies,RPG,First-Person,Open World,Co-op,Online Co-Op,PvP,Sandbox,Singleplayer,Survival,Comedy,MMORPG,Futuristic,Funny","Multi-player,Co-op,Captions available,Partial Controller Support,Steam Cloud,Stats","Action,Free to Play,RPG",modularcombat
Dodge,"Indie,Casual,Arcade","Single-player,Steam Achievements,Steam Trading Cards,Steam Leaderboards",Indie,dodge
Sandmason,"Indie,Action,Adventure,Puzzle,Building,Multiplayer,Sci-fi,Underground,FPS","Single-player,Multi-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,Adventure,Indie",sandmason
Shadow Puppeteer,"Indie,Adventure,Platformer,Co-op,Local Co-Op,Puzzle,Puzzle-Platformer,Atmospheric,Controller,Short,Dark,Supernatural","Single-player,Shared/Split Screen,Steam Achievements,Partial Controller Support","Adventure,Indie",shadowpuppeteer
Warhammer Quest,"Strategy,RPG","Single-player,Downloadable Content,Steam Achievements,Steam Trading Cards,Profile Features Limited 
									","RPG,Strategy",warhammerquest
Abandoned: Chestnut Lodge Asylum,"Adventure,Casual,Hidden Object,Point & Click","Single-player,Steam Achievements","Adventure,Casual",abandonedchestnutlodgeasylum
Larva Mortus,"Action,Indie,Top-Down,Horror,Shooter,Arcade,Zombies,RPG,Top-Down Shooter,2D,Singleplayer,Casual,Retro,Atmospheric,Adventure","Single-player,Steam Achievements","Action,Indie",larvamortus
Shadowgrounds,"Action,Sci-fi,Top-Down Shooter,Shooter,Local Co-Op,Singleplayer,Aliens,Co-op,Top-Down,Horror,Isometric,Adventure,Twin Stick Shooter,Gore,Multiplayer,Indie","Single-player,Shared/Split Screen,Steam Trading Cards",Action,shadowgrounds
Pacific Storm,"Strategy,Simulation,World War II,Naval","Single-player,Multi-player,Steam Trading Cards","Simulation,Strategy",pacificstorm
The Deer,"Indie,Adventure,Education,Family Friendly,Short,Casual,2D,Singleplayer,Psychological Horror,Nudity","Single-player,Full controller support,Steam Trading Cards","Adventure,Indie",thedeer
Distant Worlds: Universe,"Strategy,4X,Space,Sci-fi,Simulation,Grand Strategy,Singleplayer,Real-Time,RTS,Moddable,Real-Time with Pause,2D,Sandbox,Indie,Adventure,Replay Value,Epic,Masterpiece","Single-player,Steam Achievements","Simulation,Strategy",distantworldsuniverse
Ironclad Tactics,"Strategy,Indie,Card Game,Casual,Steampunk,Turn-Based Strategy,Tactical,Robots,Mechs","Single-player,Multi-player,Co-op,Steam Achievements,Steam Trading Cards,Steam Cloud","Casual,Indie,Strategy",ironcladtactics
The Culling Of The Cows,"Indie,Casual,Action,Zombies,Tower Defense,Strategy,Shooter,2D,Gore,Side Scroller,Violent,Singleplayer","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud","Action,Casual,Indie,Strategy",thecullingofthecows
King's Bounty: Warriors of the North,"RPG,Strategy,Turn-Based Strategy,Tactical,Turn-Based,Strategy RPG,Fantasy,Tactical RPG,Adventure,Hex Grid,Masterpiece,Singleplayer","Single-player,Steam Achievements,Steam Trading Cards,Steam Cloud,Steam Leaderboards","RPG,Strategy",kingsbountywarriorsofthenorth
Warp,"Action,Adventure,Indie,Puzzle,Stealth,Aliens,Gore","Single-player,Partial Controller Support","Action,Adventure,Indie",warp
Dwarfs!?,"Strategy,Indie,Casual,2D,Tower Defense,Fantasy,Singleplayer,Arcade,Mining","Single-player,Steam Achievements,Stats,Steam Leaderboards","Strategy,Indie,Casual",dwarfs
STAR WARS™ - X-Wing Alliance™,"Action,Star Wars,Space Sim,Space,Multiplayer,Singleplayer,Simulation,Classic,Sci-fi,Flight","Single-player,Local Multi-Player,Partial Controller Support,Steam Cloud",Action,starwarsxwingalliance
Nevermind,"Adventure,Indie,Psychological Horror,Horror,Puzzle,Mystery,Surreal,Story Rich,Atmospheric,Thriller,First-Person,VR","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Indie",nevermind
Eldevin,"Free to Play,RPG,Massively Multiplayer,MMORPG,Indie,Open World,Casual,Adventure,Fantasy,Crafting,Action,Singleplayer","Multi-player,MMO,Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards","Casual,Free to Play,Indie,Massively Multiplayer,RPG",eldevin
ORB,"Strategy,Space,RTS,Sci-fi",Single-player,Strategy,orb
Ubersoldier II,"Action,FPS,World War II,Shooter,Singleplayer,First-Person,Masterpiece",Single-player,Action,ubersoldierii
Among Ripples,"Free to Play,Casual,Simulation,Indie,Relaxing,Singleplayer,Underwater,2D,Atmospheric,Sandbox,Family Friendly,Experimental,Great Soundtrack,Short,Cute,Nature,Replay Value",Single-player,"Casual,Free to Play,Indie,Simulation",amongripples
Saira,"Indie,Platformer,Free to Play,Puzzle,Adventure,Female Protagonist,Metroidvania,Exploration,2D,Singleplayer",Single-player,Indie,saira
Swarm Arena,"Indie,Casual,Action,Arcade","Single-player,Multi-player,Steam Achievements,Partial Controller Support,Steam Leaderboards","Action,Casual,Indie",swarmarena
The Ball,"Puzzle,Action,Indie,Adventure,First-Person,Physics,Singleplayer,FPS,Horror","Single-player,Steam Achievements,Partial Controller Support,Stats,Steam Leaderboards","Action,Adventure,Indie",theball
Quintet,"Free to Play,Indie,Action,Space,Multiplayer,Sci-fi,Co-op","Single-player,Multi-player,Online Co-op,Cross-Platform Multiplayer,Partial Controller Support","Action,Free to Play,Indie",quintet
The Moon Sliver,"Walking Simulator,Psychological Horror,Adventure,Exploration,First-Person,Story Rich,Indie,Horror,Short,Atmospheric","Single-player,Steam Trading Cards",Adventure,themoonsliver
Reprisal Universe,"Indie,Strategy,God Game,Pixel Graphics",Single-player,"Indie,Strategy",reprisaluniverse
Flower Shop: Winter In Fairbrook,"Visual Novel,Otome,Casual,Simulation,Adventure,Female Protagonist,Dating Sim,Anime,Romance,Indie,Singleplayer,Comedy,Cute,Snow","Single-player,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Adventure,Casual,Simulation",flowershopwinterinfairbrook
Actual Sunlight,"Indie,Adventure,RPGMaker,Dark,Singleplayer,Story Rich,Short,Visual Novel,Pixel Graphics","Single-player,Steam Achievements,Steam Trading Cards,Captions available,Partial Controller Support","Adventure,Indie",actualsunlight
Hard Truck Apocalypse: Rise Of Clans / Ex Machina: Meridian 113,"Post-apocalyptic,Action,Racing,Atmospheric,Open World,Masterpiece,Adventure,Classic,RPG,Indie,Cult Classic,Multiplayer","Single-player,Multi-player,Steam Trading Cards","Action,Racing",hardtruckapocalypseriseofclansexmachinameridian113
Half-Life Deathmatch: Source,"Action,FPS,Multiplayer,Shooter,Sci-fi,First-Person,Classic,Masterpiece,Remake,Adventure,Horror","Multi-player,Valve Anti-Cheat enabled",Action,halflifedeathmatchsource
